frame_index,arm,box_index,x1,y1,x2,y2,score,class
7473,batch2,3,689.25,294.1875,769.5,558.0,0.52734375,0
7473,batch2,4,1306.5,361.5,1420.5,678.0,0.4853515625,0
7473,batch2,5,64.125,229.5,161.0625,477.0,0.46875,0
7473,batch2,6,253.5,356.8125,381.75,717.0,0.4091796875,0
7473,batch2,7,225.75,700.5,402.0,1017.0,0.4072265625,0
7473,batch2,8,1668.0,889.5,1782.0,1020.0,0.375732421875,0
7473,batch2,9,1039.5,408.0,1237.5,672.0,0.36376953125,0
7473,batch2,10,840.0,225.375,922.5,390.375,0.325927734375,0
7473,batch2,11,1584.0,897.0,1674.0,1020.0,0.30908203125,0
7473,batch2,12,1776.0,897.0,1914.0,1020.0,0.29345703125,0
7473,batch2,13,1453.5,930.0,1555.5,1020.0,0.29248046875,0
7681,batch2,0,1327.5,461.25,1443.0,731.25,0.68505859375,0
7681,batch2,1,298.875,285.1875,380.625,490.5,0.66650390625,0
7681,batch2,2,969.0,565.5,1080.0,805.5,0.65234375,0
7681,batch2,3,757.5,454.5,909.0,711.0,0.642578125,0
7681,batch2,4,585.0,332.8125,693.0,537.0,0.6279296875,0
7681,batch2,5,708.75,289.3125,794.25,466.5,0.5107421875,0
7681,batch2,6,423.75,879.0,536.25,1017.0,0.5009765625,0
7681,batch2,7,879.0,441.75,1029.0,702.75,0.442626953125,0
7681,batch2,8,1066.5,284.625,1153.5,464.625,0.27197265625,0
7681,batch2,9,1560.0,539.25,1683.0,723.0,0.25830078125,0
7681,batch2,10,511.875,209.625,587.625,370.875,0.245849609375,0
7888,batch2,0,469.125,341.8125,588.375,654.0,0.67724609375,0
7888,batch2,1,240.375,276.1875,320.625,484.5,0.60595703125,0
7888,batch2,2,151.3125,486.75,287.8125,753.0,0.5859375,0
7888,batch2,3,795.0,248.625,924.0,416.625,0.490234375,0
7888,batch2,4,1116.0,424.5,1296.0,655.5,0.46484375,0
7888,batch2,5,649.875,269.625,733.875,477.375,0.43408203125,0
7888,batch2,6,1683.0,904.5,1803.0,1020.0,0.388671875,0
7888,batch2,7,1431.0,337.125,1506.0,499.875,0.36376953125,0
7888,batch2,8,371.25,915.75,490.5,1020.0,0.301513671875,0
7888,batch2,9,1372.5,829.5,1500.0,1015.5,0.291748046875,0
7888,batch2,10,594.75,847.5,703.5,979.5,0.2330322265625,0
8096,batch2,0,1528.5,435.0,1630.5,718.5,0.7646484375,0
8096,batch2,1,1683.0,242.625,1797.0,514.875,0.385009765625,0
8096,batch2,2,978.0,519.0,1074.0,726.0,0.355712890625,0
8096,batch2,3,639.75,492.75,840.75,745.5,0.32421875,0
8096,batch2,4,1539.0,195.0,1623.0,428.25,0.302490234375,0
8096,batch2,5,910.5,658.5,1042.5,807.0,0.275146484375,0
8096,batch2,6,1470.0,228.375,1551.0,433.125,0.24658203125,0
8096,batch2,7,1122.0,258.0,1254.0,456.75,0.24365234375,0
0,batch8,0,943.5,279.9375,1023.0,509.25,0.5869140625,0
0,batch8,1,183.28125,495.75,283.875,768.75,0.56982421875,0
0,batch8,2,1278.0,306.9375,1365.0,528.75,0.46875,0
0,batch8,3,1756.5,281.625,1837.5,514.875,0.450439453125,0
0,batch8,4,885.0,529.5,1125.0,804.0,0.400634765625,0
0,batch8,5,461.25,886.5,569.25,1020.0,0.361083984375,0
0,batch8,6,880.5,531.0,1045.5,810.0,0.3251953125,0
0,batch8,7,1758.0,913.5,1866.0,1020.0,0.316650390625,0
0,batch8,8,1864.5,930.0,1918.5,1020.0,0.29736328125,0
0,batch8,9,542.25,585.0,679.5,810.75,0.2666015625,0
0,batch8,10,1668.0,895.5,1776.0,1018.5,0.251708984375,0
0,batch8,11,641.625,229.5,706.875,452.25,0.2281494140625,0
0,batch8,12,201.75,882.0,311.25,1017.0,0.2254638671875,0
208,batch8,0,1321.5,462.75,1477.5,778.5,0.8388671875,0
208,batch8,1,676.5,460.5,939.0,759.75,0.8369140625,0
208,batch8,2,413.25,252.375,524.25,436.5,0.445556640625,0
208,batch8,3,226.5,909.0,340.5,1017.0,0.36572265625,0
208,batch8,4,871.5,190.875,1000.5,421.125,0.315673828125,0
208,batch8,5,1681.5,895.5,1804.5,1018.5,0.23583984375,0
415,batch8,0,755.625,397.5,912.0,732.0,0.72509765625,0
415,batch8,1,1295.25,364.5,1436.25,630.75,0.52734375,0
415,batch8,2,663.75,299.25,777.75,542.25,0.515625,0
415,batch8,3,1191.75,327.1875,1301.25,577.5,0.470703125,0
415,batch8,4,440.25,904.5,570.75,1018.5,0.451416015625,0
415,batch8,5,1734.0,858.0,1917.0,1020.0,0.307373046875,0
415,batch8,6,1137.0,419.25,1233.0,575.25,0.2822265625,0
415,batch8,7,1200.0,341.25,1437.0,625.5,0.251708984375,0
415,batch8,8,1162.5,581.25,1273.5,845.25,0.2247314453125,0
623,batch8,0,1240.5,408.75,1387.5,728.25,0.83740234375,0
623,batch8,1,883.5,529.5,1063.5,803.25,0.69580078125,0
623,batch8,2,307.5,658.875,451.5,1003.5,0.6591796875,0
623,batch8,3,988.5,297.75,1156.5,588.0,0.55712890625,0
623,batch8,4,699.0,272.625,784.5,463.125,0.521484375,0
623,batch8,5,316.5,361.6875,525.0,625.5,0.5126953125,0
623,batch8,6,691.5,274.3125,786.0,531.0,0.4697265625,0
623,batch8,7,563.25,922.5,669.75,1020.0,0.452392578125,0
623,batch8,8,437.25,193.125,507.0,396.375,0.43115234375,0
623,batch8,9,792.0,247.125,960.0,484.875,0.42333984375,0
623,batch8,10,1810.5,411.0,1918.5,682.5,0.361083984375,0
623,batch8,11,261.375,219.0,334.875,290.25,0.310791015625,0
623,batch8,12,644.25,876.0,711.75,1017.0,0.272705078125,0
623,batch8,13,1291.5,927.0,1389.0,1020.0,0.223388671875,0
830,batch8,0,445.5,597.0,594.0,936.0,0.8037109375,0
830,batch8,1,1167.75,466.5,1361.25,782.25,0.78076171875,0
830,batch8,2,641.25,354.1875,807.0,589.5,0.76904296875,0
830,batch8,3,970.5,393.75,1087.5,699.75,0.76611328125,0
830,batch8,4,372.9375,447.75,479.25,753.75,0.76416015625,0
830,batch8,5,1335.75,921.0,1436.25,1020.0,0.4609375,0
830,batch8,6,1629.0,862.5,1707.0,1000.5,0.4091796875,0
830,batch8,7,1518.0,903.0,1623.0,1020.0,0.3857421875,0
830,batch8,8,252.75,300.75,343.875,565.5,0.342529296875,0
830,batch8,9,536.625,953.25,643.875,1020.0,0.254638671875,0
830,batch8,10,1707.0,873.0,1833.0,999.0,0.2486572265625,0
830,batch8,11,1326.0,300.1875,1411.5,522.0,0.236572265625,0
1038,batch8,0,1260.0,488.25,1408.5,807.75,0.77978515625,0
1038,batch8,1,1423.5,302.8125,1569.0,595.5,0.630859375,0
1038,batch8,2,270.75,543.0,507.0,832.5,0.607421875,0
1038,batch8,3,432.75,331.5,614.25,777.0,0.5947265625,0
1038,batch8,4,519.75,233.625,618.75,466.5,0.5849609375,0
1038,batch8,5,801.75,372.75,965.25,675.75,0.57763671875,0
1038,batch8,6,1653.0,229.875,1797.0,420.0,0.4873046875,0
1038,batch8,7,465.75,877.5,575.25,1020.0,0.462890625,0
1038,batch8,8,1050.0,235.125,1153.5,435.0,0.3701171875,0
1038,batch8,9,651.0,664.5,768.75,814.5,0.34521484375,0
1038,batch8,10,194.4375,188.625,285.1875,262.875,0.33203125,0
1038,batch8,11,651.0,666.0,771.0,895.5,0.32763671875,0
1038,batch8,12,436.5,480.75,612.75,776.25,0.303955078125,0
1038,batch8,13,1792.5,99.375,1879.5,316.875,0.2486572265625,0
1038,batch8,14,802.5,192.9375,864.0,245.4375,0.24365234375,0
1038,batch8,15,0.09375,197.25,66.65625,258.75,0.234375,0
1246,batch8,0,1552.5,450.0,1672.5,753.0,0.74853515625,0
1246,batch8,1,843.0,417.0,964.5,711.0,0.7421875,0
1246,batch8,2,122.8125,516.75,275.4375,779.25,0.736328125,0
1246,batch8,3,484.875,369.375,565.125,617.625,0.7099609375,0
1246,batch8,4,396.0,576.75,517.5,832.5,0.57177734375,0
1246,batch8,5,1800.0,889.5,1920.0,1018.5,0.56982421875,0
1246,batch8,6,1236.0,420.0,1348.5,688.5,0.4873046875,0
1246,batch8,7,1638.0,873.0,1764.0,1018.5,0.486328125,0
1246,batch8,8,1224.75,286.5,1392.75,485.25,0.46875,0
1246,batch8,9,1659.0,185.625,1737.0,362.25,0.306640625,0
1246,batch8,10,1842.0,235.125,1920.0,458.25,0.302490234375,0
1246,batch8,11,1505.25,865.5,1614.0,1006.5,0.29248046875,0
1246,batch8,12,1529.25,930.75,1644.0,1020.0,0.27197265625,0
1246,batch8,13,291.0,925.5,388.5,1020.0,0.269775390625,0
1246,batch8,14,174.75,915.75,294.375,1017.75,0.2568359375,0
1246,batch8,15,286.125,184.5,352.5,387.375,0.251708984375,0
1453,batch8,0,1608.0,462.0,1758.0,771.75,0.83056640625,0
1453,batch8,1,604.5,576.75,731.25,842.25,0.63525390625,0
1453,batch8,2,668.25,396.0,767.25,658.5,0.5556640625,0
1453,batch8,3,945.0,628.5,1068.0,817.5,0.5263671875,0
1453,batch8,4,1839.0,252.0,1905.0,477.75,0.382080078125,0
1453,batch8,5,825.0,358.5,942.0,613.5,0.265869140625,0
1453,batch8,6,1236.0,906.0,1317.0,1017.0,0.260498046875,0
1453,batch8,7,186.9375,921.0,303.5625,1020.0,0.23583984375,0
1661,batch8,0,1711.5,638.25,1918.5,1013.25,0.8759765625,0
1661,batch8,1,795.0,464.25,984.0,797.25,0.556640625,0
1661,batch8,2,976.5,310.6875,1057.5,523.5,0.5478515625,0
1661,batch8,3,1177.5,266.25,1278.0,528.0,0.5009765625,0
1661,batch8,4,764.25,236.25,836.25,480.375,0.4677734375,0
1661,batch8,5,739.875,236.625,841.5,490.875,0.37939453125,0
1661,batch8,6,113.0625,895.5,228.5625,1020.0,0.34765625,0
1661,batch8,7,632.25,353.4375,713.25,617.25,0.303955078125,0
1661,batch8,8,1375.5,267.375,1462.5,443.25,0.269775390625,0
1868,batch8,0,1845.0,451.125,1920.0,721.875,0.62451171875,0
1868,batch8,1,717.75,627.75,831.75,840.75,0.448486328125,0
1868,batch8,2,612.0,453.0,699.0,712.5,0.441650390625,0
1868,batch8,3,205.125,565.5,339.0,801.0,0.250244140625,0
1868,batch8,4,1842.0,252.75,1920.0,471.75,0.2220458984375,0
2076,batch8,0,1375.5,471.75,1579.5,747.75,0.8310546875,0
2076,batch8,1,1186.5,508.5,1324.5,848.25,0.68505859375,0
2076,batch8,2,747.375,431.25,909.0,743.25,0.6513671875,0
2076,batch8,3,612.0,525.75,732.0,838.5,0.60400390625,0
2076,batch8,4,1296.75,376.5,1427.25,640.5,0.55712890625,0
2076,batch8,5,982.5,316.3125,1075.5,576.0,0.453369140625,0
2076,batch8,6,337.6875,638.25,510.0,866.25,0.296630859375,0
2076,batch8,7,621.0,804.75,741.0,1019.25,0.27978515625,0
2076,batch8,8,1558.5,246.75,1630.5,459.375,0.2379150390625,0
2283,batch8,0,1356.0,586.5,1471.5,873.75,0.61865234375,0
2283,batch8,1,552.0,408.0,672.0,678.0,0.5888671875,0
2283,batch8,2,1426.5,340.125,1600.5,568.125,0.5869140625,0
2283,batch8,3,1632.0,376.5,1704.0,552.75,0.4697265625,0
2283,batch8,4,570.75,414.75,663.75,658.5,0.367431640625,0
2283,batch8,5,416.625,461.625,512.625,713.625,0.25537109375,0
2283,batch8,6,492.75,513.75,594.0,687.75,0.2274169921875,0
2491,batch8,0,341.625,451.5,469.125,686.25,0.65576171875,0
2491,batch8,1,1623.0,343.3125,1728.0,552.0,0.56689453125,0
2491,batch8,2,1368.0,357.375,1473.0,552.375,0.548828125,0
2491,batch8,3,1340.25,612.0,1461.75,880.5,0.50390625,0
2491,batch8,4,726.75,453.0,899.25,697.5,0.4921875,0
2491,batch8,5,637.875,274.875,758.625,451.875,0.451416015625,0
2491,batch8,6,882.75,401.625,968.25,616.875,0.414794921875,0
2491,batch8,7,1584.0,186.375,1656.0,391.875,0.333740234375,0
2491,batch8,8,473.25,882.0,567.75,1017.0,0.3310546875,0
2491,batch8,9,1662.0,903.0,1776.0,1018.5,0.22607421875,0
2699,batch8,0,1743.0,496.5,1857.0,759.0,0.6982421875,0
2699,batch8,1,1599.0,715.125,1749.0,1012.5,0.68505859375,0
2699,batch8,2,1005.0,464.25,1092.0,725.25,0.587890625,0
2699,batch8,3,915.0,552.0,1020.0,822.0,0.39697265625,0
2699,batch8,4,1602.0,424.125,1716.0,670.125,0.320068359375,0
2699,batch8,5,733.5,462.75,844.5,692.25,0.312255859375,0
2699,batch8,6,1119.0,610.5,1221.0,894.0,0.309814453125,0
2699,batch8,7,1581.0,943.5,1659.0,1020.0,0.2744140625,0
2699,batch8,8,1480.5,928.5,1581.0,1020.0,0.24658203125,0
2906,batch8,0,918.0,239.25,1479.0,1013.25,0.7041015625,0
2906,batch8,1,177.0,54.0,1018.5,976.5,0.446533203125,0
2906,batch8,2,1731.0,176.25,1917.0,609.75,0.442626953125,0
2906,batch8,3,1587.0,179.25,1917.0,1004.25,0.3583984375,0
2906,batch8,4,0.375,140.25,245.25,642.75,0.33447265625,0
2906,batch8,5,0.0,459.75,231.9375,1005.0,0.282958984375,0
2906,batch8,6,1590.0,590.25,1920.0,1010.25,0.2393798828125,0
2906,batch8,7,130.875,55.875,476.25,486.75,0.2254638671875,0
3114,batch8,0,1275.0,522.0,1449.0,835.5,0.85107421875,0
3114,batch8,1,801.0,419.25,1056.0,696.75,0.76416015625,0
3114,batch8,2,1806.0,363.0,1920.0,765.75,0.7001953125,0
3114,batch8,3,621.0,852.75,768.0,1017.75,0.7001953125,0
3114,batch8,4,355.125,622.5,473.625,886.5,0.63720703125,0
3114,batch8,5,1207.5,274.6875,1390.5,490.5,0.6259765625,0
3114,batch8,6,466.5,858.0,604.5,1018.5,0.5498046875,0
3114,batch8,7,1852.5,921.0,1918.5,1018.5,0.4853515625,0
3114,batch8,8,946.5,167.53125,1024.5,235.125,0.42626953125,0
3114,batch8,9,1082.25,295.3125,1263.75,517.5,0.42333984375,0
3114,batch8,10,334.125,868.5,451.125,1018.5,0.392333984375,0
3114,batch8,11,1171.5,292.125,1266.0,519.375,0.35400390625,0
3114,batch8,12,1821.0,892.5,1917.0,1018.5,0.330322265625,0
3114,batch8,13,18.375,883.5,140.15625,1020.0,0.320068359375,0
3114,batch8,14,1809.0,123.1875,1887.0,347.0625,0.3056640625,0
3114,batch8,15,752.25,169.21875,824.25,230.625,0.242919921875,0
3114,batch8,16,890.25,165.1875,953.25,233.4375,0.2213134765625,0
3321,batch8,0,836.25,429.375,953.25,728.625,0.830078125,0
3321,batch8,1,216.375,450.75,385.125,704.25,0.82861328125,0
3321,batch8,2,379.125,408.75,463.125,672.75,0.7705078125,0
3321,batch8,3,288.0,677.625,490.5,969.0,0.74755859375,0
3321,batch8,4,963.75,280.5,1061.25,509.25,0.607421875,0
3321,batch8,5,1315.5,574.5,1414.5,808.5,0.5322265625,0
3321,batch8,6,1758.0,898.5,1920.0,1020.0,0.5244140625,0
3321,batch8,7,899.25,269.625,968.25,491.625,0.449462890625,0
3321,batch8,8,1099.5,386.25,1204.5,622.5,0.442626953125,0
3321,batch8,9,1167.0,317.25,1291.5,578.25,0.4091796875,0
3321,batch8,10,1167.0,326.8125,1242.0,580.5,0.385009765625,0
3321,batch8,11,577.5,195.0,636.0,392.25,0.381103515625,0
3321,batch8,12,2.8125,921.0,114.75,1020.0,0.32080078125,0
3321,batch8,13,1255.5,364.5,1375.5,606.0,0.312255859375,0
3321,batch8,14,113.625,915.0,209.625,1020.0,0.2568359375,0
3321,batch8,15,297.375,239.625,384.0,302.625,0.2493896484375,0
3529,batch8,0,480.0,51.0,1230.0,997.5,0.89208984375,0
3529,batch8,1,0.0,411.0,234.75,1012.5,0.6884765625,0
3529,batch8,2,1341.0,694.5,1596.0,1017.0,0.4931640625,0
3529,batch8,3,1473.75,604.5,1623.0,826.5,0.263671875,0
3529,batch8,4,1215.0,850.5,1368.0,1015.5,0.2379150390625,0
3529,batch8,5,1213.5,849.75,1434.0,1019.25,0.2213134765625,0
3737,batch8,0,141.375,405.75,232.875,709.5,0.7841796875,0
3737,batch8,1,1346.25,207.75,1448.25,419.625,0.72314453125,0
3737,batch8,2,410.25,389.25,524.25,660.75,0.72119140625,0
3737,batch8,3,1221.0,280.125,1335.0,526.125,0.67919921875,0
3737,batch8,4,1630.5,572.25,1780.5,879.0,0.65380859375,0
3737,batch8,5,1182.0,453.0,1338.0,762.0,0.615234375,0
3737,batch8,6,1524.0,855.0,1638.0,1017.0,0.33642578125,0
3737,batch8,7,1221.0,277.5,1314.0,492.75,0.32763671875,0
3737,batch8,8,9.5390625,260.625,103.125,465.375,0.322509765625,0
3737,batch8,9,886.5,248.625,976.5,423.375,0.32177734375,0
3737,batch8,10,1830.0,885.0,1920.0,1017.0,0.316650390625,0
3737,batch8,11,1212.75,178.125,1281.75,235.125,0.29736328125,0
3737,batch8,12,1414.5,870.0,1537.5,1020.0,0.262939453125,0
3737,batch8,13,856.5,245.25,976.5,451.5,0.22265625,0
3944,batch8,0,1380.0,621.375,1539.0,927.0,0.7626953125,0
3944,batch8,1,1129.5,299.8125,1234.5,522.0,0.548828125,0
3944,batch8,2,1713.0,261.75,1791.0,471.0,0.5107421875,0
3944,batch8,3,1584.0,892.5,1707.0,1018.5,0.4892578125,0
3944,batch8,4,459.0,305.0625,560.25,518.25,0.438720703125,0
3944,batch8,5,1668.0,832.5,1824.0,1015.5,0.4072265625,0
3944,batch8,6,351.375,888.0,459.375,1020.0,0.384033203125,0
3944,batch8,7,1662.0,163.125,1728.0,369.75,0.36376953125,0
3944,batch8,8,452.25,888.75,553.5,1017.75,0.320068359375,0
3944,batch8,9,243.75,865.5,365.25,1018.5,0.30908203125,0
3944,batch8,10,1279.5,186.75,1342.5,249.75,0.24072265625,0
3944,batch8,11,1755.0,207.0,1809.0,277.5,0.2337646484375,0
4152,batch8,0,1639.5,291.1875,1720.5,507.0,0.7392578125,0
4152,batch8,1,1155.0,356.0625,1269.0,570.75,0.72265625,0
4152,batch8,2,688.125,450.75,865.5,728.25,0.63330078125,0
4152,batch8,3,505.875,366.0,613.125,619.5,0.609375,0
4152,batch8,4,1050.0,569.25,1149.0,802.5,0.5166015625,0
4152,batch8,5,509.625,895.5,625.125,1020.0,0.25830078125,0
4152,batch8,6,1168.5,930.0,1282.5,1020.0,0.25390625,0
4152,batch8,7,1446.0,197.25,1515.0,265.5,0.2401123046875,0
4359,batch8,0,1080.75,585.75,1194.75,843.0,0.7939453125,0
4359,batch8,1,1611.0,452.25,1704.0,726.0,0.791015625,0
4359,batch8,2,1117.5,365.4375,1243.5,618.75,0.7255859375,0
4359,batch8,3,376.5,401.25,498.0,670.5,0.6513671875,0
4359,batch8,4,499.5,308.25,619.5,558.75,0.55908203125,0
4359,batch8,5,164.53125,472.5,316.875,758.25,0.55810546875,0
4359,batch8,6,474.0,892.5,577.5,1018.5,0.43505859375,0
4359,batch8,7,1728.0,922.5,1848.0,1020.0,0.350341796875,0
4359,batch8,8,1305.0,235.5,1380.0,439.5,0.301513671875,0
4359,batch8,9,717.75,298.125,789.0,489.375,0.294921875,0
4359,batch8,10,1839.0,178.125,1911.0,394.875,0.29248046875,0
4359,batch8,11,1692.0,852.0,1788.0,993.0,0.267333984375,0
4359,batch8,12,1403.25,199.875,1470.75,265.125,0.2247314453125,0
4567,batch8,0,1042.5,534.0,1234.5,801.0,0.6953125,0
4567,batch8,1,1159.5,420.75,1308.0,690.75,0.65478515625,0
4567,batch8,2,625.5,426.75,783.75,732.75,0.630859375,0
4567,batch8,3,1734.0,787.5,1920.0,1018.5,0.609375,0
4567,batch8,4,747.75,381.75,845.25,696.75,0.56884765625,0
4775,batch8,0,524.625,475.5,725.625,791.25,0.853515625,0
4775,batch8,1,722.25,348.375,912.75,625.125,0.57373046875,0
4775,batch8,2,1087.5,258.1875,1228.5,549.0,0.4794921875,0
4775,batch8,3,1459.5,197.25,1630.5,463.125,0.352294921875,0
4775,batch8,4,593.25,872.25,731.25,1017.75,0.34765625,0
4775,batch8,5,346.5,851.25,452.25,1011.75,0.33447265625,0
4775,batch8,6,1416.75,162.5625,1503.75,244.6875,0.307373046875,0
4775,batch8,7,438.75,856.5,575.25,1018.5,0.29736328125,0
4775,batch8,8,1462.5,936.0,1558.5,1017.0,0.259765625,0
4775,batch8,9,1710.0,189.375,1794.0,265.125,0.251708984375,0
4775,batch8,10,0.0,133.78125,90.515625,360.375,0.2493896484375,0
4775,batch8,11,1872.0,199.6875,1920.0,271.6875,0.2281494140625,0
4775,batch8,12,1021.5,309.75,1144.5,486.0,0.220703125,0
4982,batch8,0,1137.0,450.0,1344.0,716.25,0.8759765625,0
4982,batch8,1,808.5,562.5,1057.5,797.25,0.673828125,0
4982,batch8,2,1707.0,248.625,1827.0,523.875,0.63427734375,0
4982,batch8,3,320.625,192.0,400.875,411.0,0.6318359375,0
4982,batch8,4,642.75,110.34375,737.25,315.0,0.56005859375,0
4982,batch8,5,521.625,879.0,637.875,1020.0,0.5419921875,0
4982,batch8,6,876.0,258.0,972.0,484.5,0.515625,0
4982,batch8,7,145.6875,611.625,261.1875,924.0,0.4853515625,0
4982,batch8,8,725.25,573.0,836.25,798.0,0.455078125,0
4982,batch8,9,1037.25,152.25,1134.75,411.75,0.361083984375,0
4982,batch8,10,276.0,162.65625,351.0,234.0,0.357666015625,0
4982,batch8,11,555.75,358.875,670.5,541.125,0.3251953125,0
4982,batch8,12,635.25,903.0,741.75,1020.0,0.30322265625,0
4982,batch8,13,972.0,133.875,1038.0,320.25,0.275146484375,0
4982,batch8,14,84.1875,162.75,160.3125,231.375,0.260498046875,0
4982,batch8,15,0.0,137.0625,37.96875,356.4375,0.257568359375,0
4982,batch8,16,516.75,136.03125,597.0,326.625,0.236572265625,0
4982,batch8,17,90.9375,919.5,215.25,1020.0,0.2220458984375,0
5190,batch8,0,318.375,502.5,421.5,801.0,0.77685546875,0
5190,batch8,1,237.375,276.0,313.125,501.0,0.5224609375,0
5190,batch8,2,900.0,507.75,1002.0,727.5,0.415771484375,0
5190,batch8,3,814.5,399.0,931.5,640.5,0.4091796875,0
5190,batch8,4,689.25,373.5,765.75,519.0,0.36669921875,0
5190,batch8,5,505.875,954.0,603.375,1020.0,0.275146484375,0
5190,batch8,6,677.25,483.0,791.25,776.25,0.275146484375,0
5190,batch8,7,123.0,314.625,194.625,385.125,0.265869140625,0
5190,batch8,8,384.0,297.75,462.0,462.0,0.253173828125,0
5190,batch8,9,1098.0,401.625,1183.5,615.375,0.2371826171875,0
5190,batch8,10,1024.5,273.0,1087.5,427.5,0.2337646484375,0
5397,batch8,0,897.0,134.25,1506.0,1020.0,0.8974609375,0
5397,batch8,1,241.5,582.0,625.5,1020.0,0.8466796875,0
5397,batch8,2,118.5,852.75,285.75,1017.75,0.33447265625,0
5397,batch8,3,1582.5,561.75,1675.5,702.75,0.256103515625,0
5397,batch8,4,1503.0,940.5,1593.0,1018.5,0.2330322265625,0
5397,batch8,5,1494.0,780.75,1629.0,915.75,0.22265625,0
5605,batch8,0,1005.0,331.875,1149.0,586.125,0.7001953125,0
5605,batch8,1,1515.75,579.0,1677.0,874.5,0.69189453125,0
5605,batch8,2,0.1875,411.0,117.0,670.5,0.66455078125,0
5605,batch8,3,563.625,332.25,724.125,555.75,0.5224609375,0
5605,batch8,4,1618.5,448.5,1783.5,718.5,0.517578125,0
5605,batch8,5,1356.75,672.75,1481.25,914.25,0.4697265625,0
5605,batch8,6,729.0,151.03125,805.5,331.875,0.39794921875,0
5605,batch8,7,882.0,423.75,1023.0,682.5,0.375732421875,0
5605,batch8,8,1356.0,203.625,1446.0,425.625,0.28857421875,0
5605,batch8,9,1221.0,856.5,1356.0,1017.0,0.282958984375,0
5605,batch8,10,1533.75,201.375,1617.0,267.375,0.24072265625,0
5813,batch8,0,1051.5,475.5,1189.5,775.5,0.85986328125,0
5813,batch8,1,1557.0,513.75,1659.0,807.0,0.8427734375,0
5813,batch8,2,699.0,406.5,798.0,670.5,0.63525390625,0
5813,batch8,3,946.5,378.75,1107.0,653.25,0.5146484375,0
5813,batch8,4,252.0,525.75,349.5,810.0,0.43017578125,0
5813,batch8,5,1377.0,894.75,1482.0,1014.75,0.253173828125,0
5813,batch8,6,1290.0,910.5,1380.0,1018.5,0.247314453125,0
5813,batch8,7,1548.0,920.25,1656.0,1020.0,0.2254638671875,0
6020,batch8,0,0.0,206.25,196.5,1012.5,0.798828125,0
6020,batch8,1,1227.0,400.5,1726.5,1014.0,0.77783203125,0
6020,batch8,2,164.625,188.25,548.625,1014.75,0.75634765625,0
6020,batch8,3,985.5,331.5,1345.5,973.5,0.6591796875,0
6020,batch8,4,497.25,449.25,672.75,1008.0,0.56884765625,0
6020,batch8,5,1623.0,125.25,1845.0,655.5,0.5283203125,0
6020,batch8,6,1200.0,262.5,1455.0,974.25,0.49609375,0
6020,batch8,7,975.0,171.0,1263.0,498.0,0.4111328125,0
6020,batch8,8,749.25,210.0,1121.25,1015.5,0.33984375,0
6020,batch8,9,546.0,0.0,818.25,301.125,0.294189453125,0
6020,batch8,10,1447.5,285.75,1561.5,403.125,0.281494140625,0
6020,batch8,11,1740.0,667.5,1920.0,1014.0,0.27978515625,0
6020,batch8,12,761.625,212.25,1101.0,828.0,0.269287109375,0
6020,batch8,13,1534.5,9.9375,1822.5,288.75,0.264404296875,0
6020,batch8,14,1446.0,240.0,1563.0,402.0,0.2393798828125,0
6228,batch8,0,1360.5,480.75,1470.0,767.25,0.826171875,0
6228,batch8,1,1152.0,359.0625,1272.0,603.75,0.60693359375,0
6228,batch8,2,769.5,570.75,889.5,781.5,0.50390625,0
6228,batch8,3,663.0,409.5,757.5,618.0,0.42529296875,0
6228,batch8,4,429.0,498.0,529.5,780.0,0.267333984375,0
6228,batch8,5,1013.25,293.25,1173.75,515.25,0.257568359375,0
6228,batch8,6,397.875,858.0,515.625,1018.5,0.256103515625,0
6228,batch8,7,1678.5,226.875,1750.5,401.25,0.2386474609375,0
6435,batch8,0,1479.0,528.75,1635.0,939.75,0.751953125,0
6435,batch8,1,807.0,357.375,909.0,643.125,0.67578125,0
6435,batch8,2,1173.0,351.9375,1332.0,804.75,0.5537109375,0
6435,batch8,3,942.75,684.75,1038.75,808.5,0.484375,0
6435,batch8,4,1485.75,288.75,1587.0,525.75,0.39697265625,0
6435,batch8,5,563.25,347.625,726.75,604.875,0.23583984375,0
6435,batch8,6,1597.5,191.25,1663.5,281.25,0.2315673828125,0
6643,batch8,0,1071.0,510.0,1173.0,793.5,0.7724609375,0
6643,batch8,1,742.5,404.625,849.0,662.625,0.716796875,0
6643,batch8,2,463.875,369.0,582.375,597.0,0.59619140625,0
6643,batch8,3,1149.0,328.125,1264.5,604.125,0.51171875,0
6643,batch8,4,493.5,910.5,600.0,1020.0,0.4599609375,0
6643,batch8,5,472.5,363.375,565.5,574.875,0.415771484375,0
6643,batch8,6,1779.0,183.0,1863.0,405.75,0.406494140625,0
6643,batch8,7,1551.0,629.25,1647.0,897.75,0.376708984375,0
6643,batch8,8,1020.0,320.0625,1146.0,527.25,0.33642578125,0
6643,batch8,9,206.4375,861.0,336.5625,1015.5,0.332763671875,0
6643,batch8,10,0.0,505.5,118.6875,762.0,0.29248046875,0
6643,batch8,11,1728.0,865.5,1860.0,1018.5,0.28466796875,0
6643,batch8,12,1021.5,326.625,1108.5,542.625,0.2254638671875,0
6850,batch8,0,1431.75,415.5,1863.0,1014.0,0.80859375,0
6850,batch8,1,504.75,245.25,820.5,1012.5,0.802734375,0
6850,batch8,2,1692.0,441.0,1920.0,1012.5,0.80029296875,0
