frame_approx,video_sec,game_clock_sec,period,score_home,score_away,score_margin,shot_clock_est
0,0,0,1,0,0,0,24.0
59,1,1,1,0,0,0,23.0
119,2,2,1,0,0,0,22.0
179,3,3,1,0,0,0,21.0
239,4,4,1,0,0,0,20.0
299,5,5,1,0,0,0,19.0
359,6,6,1,0,0,0,18.0
419,7,7,1,0,0,0,17.0
479,8,8,1,0,0,0,16.0
539,9,9,1,0,0,0,15.0
599,10,10,1,0,0,0,14.0
659,11,11,1,0,0,0,13.0
719,12,12,1,0,0,0,12.0
779,13,13,1,0,0,0,11.0
839,14,14,1,0,0,0,10.0
899,15,15,1,0,0,0,9.0
959,16,16,1,0,0,0,8.0
1018,17,17,1,0,0,0,7.0
1078,18,18,1,0,0,0,6.0
1138,19,19,1,3,0,3,24.0
1198,20,20,1,3,0,3,23.0
1258,21,21,1,3,0,3,22.0
1318,22,22,1,3,0,3,21.0
1378,23,23,1,3,0,3,20.0
1438,24,24,1,3,0,3,19.0
1498,25,25,1,3,0,3,18.0
1558,26,26,1,3,0,3,17.0
1618,27,27,1,3,0,3,16.0
1678,28,28,1,3,0,3,15.0
1738,29,29,1,3,0,3,14.0
1798,30,30,1,3,0,3,13.0
1858,31,31,1,3,0,3,12.0
1918,32,32,1,3,0,3,11.0
1978,33,33,1,3,0,3,10.0
2037,34,34,1,3,0,3,9.0
2097,35,35,1,3,0,3,8.0
2157,36,36,1,3,0,3,7.0
2217,37,37,1,3,0,3,6.0
2277,38,38,1,3,0,3,5.0
2337,39,39,1,3,0,3,4.0
2397,40,40,1,3,0,3,3.0
2457,41,41,1,3,3,0,24.0
2517,42,42,1,3,3,0,23.0
2577,43,43,1,3,3,0,22.0
2637,44,44,1,3,3,0,21.0
2697,45,45,1,3,3,0,20.0
2757,46,46,1,3,3,0,19.0
2817,47,47,1,3,3,0,18.0
2877,48,48,1,3,3,0,17.0
2937,49,49,1,3,3,0,16.0
2997,50,50,1,3,3,0,15.0
3056,51,51,1,3,3,0,14.0
3116,52,52,1,3,3,0,13.0
3176,53,53,1,3,3,0,12.0
3236,54,54,1,3,3,0,11.0
3296,55,55,1,3,3,0,10.0
3356,56,56,1,3,3,0,9.0
3416,57,57,1,3,3,0,8.0
3476,58,58,1,3,3,0,7.0
3536,59,59,1,3,3,0,6.0
3596,60,60,1,3,3,0,5.0
3656,61,61,1,3,3,0,4.0
3716,62,62,1,3,3,0,3.0
3776,63,63,1,6,3,3,24.0
3836,64,64,1,6,3,3,23.0
3896,65,65,1,6,3,3,22.0
3956,66,66,1,6,3,3,21.0
4015,67,67,1,6,3,3,20.0
4075,68,68,1,6,3,3,19.0
4135,69,69,1,6,3,3,18.0
4195,70,70,1,6,3,3,17.0
4255,71,71,1,6,3,3,16.0
4315,72,72,1,6,3,3,15.0
4375,73,73,1,6,3,3,14.0
4435,74,74,1,6,3,3,13.0
4495,75,75,1,6,3,3,12.0
4555,76,76,1,6,3,3,11.0
4615,77,77,1,6,3,3,10.0
4675,78,78,1,6,3,3,9.0
4735,79,79,1,6,3,3,8.0
4795,80,80,1,6,3,3,7.0
4855,81,81,1,6,3,3,6.0
4915,82,82,1,6,3,3,5.0
4975,83,83,1,6,3,3,4.0
5034,84,84,1,6,3,3,3.0
5094,85,85,1,6,3,3,2.0
5154,86,86,1,6,3,3,14.0
5214,87,87,1,6,3,3,13.0
5274,88,88,1,6,3,3,12.0
5334,89,89,1,6,3,3,11.0
5394,90,90,1,6,3,3,10.0
5454,91,91,1,8,3,5,24.0
5514,92,92,1,8,3,5,23.0
5574,93,93,1,8,3,5,22.0
5634,94,94,1,8,3,5,21.0
5694,95,95,1,8,3,5,20.0
5754,96,96,1,8,3,5,19.0
5814,97,97,1,8,3,5,18.0
5874,98,98,1,8,3,5,17.0
5934,99,99,1,8,3,5,16.0
5994,100,100,1,8,6,2,24.0
6053,101,101,1,8,6,2,23.0
6113,102,102,1,8,6,2,22.0
6173,103,103,1,8,6,2,21.0
6233,104,104,1,8,6,2,20.0
6293,105,105,1,8,6,2,19.0
6353,106,106,1,8,6,2,18.0
6413,107,107,1,8,6,2,17.0
6473,108,108,1,8,6,2,16.0
6533,109,109,1,8,6,2,15.0
6593,110,110,1,8,6,2,14.0
