source_name,arm,rule,frame_cap,read_frames,admitted_frames,first_admitted_index,last_admitted_index,last_admitted_pts_units,first_excluded_index,first_excluded_pts_units,time_base,validated_fps,deadline_s,first_boundary_extent_exact,first_boundary_extent_s,last_admitted_extent_exact,last_admitted_extent_s,inherited_bar_exact,first_excluded_within_bar,last_admitted_within_bar,contained,termination_reason,unknown_reason,draw_j,last_admitted_pts,first_excluded_pts,span_s,endpoint_gap_s,last_admitted_gap_s,overshoot_s,native_frame_interval_s
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,23,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,23,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7794,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,24,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,B_g401_fps_frame_cap,frame_cap,5995,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,24,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,C_proposed_pts_stop,pts_stop,,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,24,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,25,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,25,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,25,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,26,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,26,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,26,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,27,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,27,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,27,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,28,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,28,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,28,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,29,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,29,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,29,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
